user_id,username,action_type,response_code,duration_min
147,"john48",login,success,1440
95,"adrian81",logout,success,17280
131,"daisypreston",logout,success,5760
71,"garciajessica",logout,success,23040
112,"karenwatson",logout,success,11520
136,"xwilliams",logout,success,4320
8,"cookstephen",create_topic,success,41760
43,"mitchellsandra",create_topic,success,31680
67,"ldorsey",create_topic,success,24480
81,"rachel83",create_topic,success,20160
22,"ramosbarbara",delete_topic,success,37440
54,"hflores",delete_topic,success,28800
120,"yphillips",delete_topic,success,10080
85,"matthewsmith",delete_topic,success,20160
132,"preston78",delete_topic,success,5760
85,"matthewsmith",create_message,success,20160
28,"lreynolds",create_message,success,36000
92,"jonesjoseph",create_message,success,17280
